chart_week,rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams
2024-02-01,110,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),2,105,61,10483856
2024-02-01,111,spotify:track:5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,111,118,62,10347605
2024-02-01,112,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,11,127,121,10315892
2024-02-01,113,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,17,111,74,10289301
2024-02-01,114,spotify:track:4kjI1gwQZRKNDkw1nI475M,Travis Scott,MY EYES,15,117,12,10273117
2024-02-01,115,spotify:track:2OWv3lRR8PtOVuHWzQNRs2,"Peso Pluma, Junior H, Oscar Maydon",ROMPE LA DOMPE,38,88,5,10267081
2024-02-01,116,spotify:track:2yzshFeBIwH8tWIqHEFLeD,"Grupo Frontera, Bad Bunny",un x100to,1,121,42,10260916
2024-02-01,117,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,24,116,68,10242333
2024-02-01,118,spotify:track:4w2Furap0ZzaiK4J14E9sR,Ice Spice,Think U The Shit (Fart),118,-1,1,10203953
2024-02-01,119,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,2,123,159,10174818
2024-02-01,120,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,76,115,132,10169576
2024-02-01,121,spotify:track:2kz1YOhJiNubjigR1gB1VX,Rauw Alejandro,DILUVIO,59,110,12,10130023
2024-02-01,122,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carín León,Primera Cita,21,95,31,10068205
2024-02-01,123,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,59,125,48,10026379
2024-02-01,124,spotify:track:1a73gcEg6h6Re6hHXoVltJ,Nicki Minaj,FTCU,63,100,7,9921982
2024-02-01,125,spotify:track:4GvEuYAfJlICR2SpMDaBxQ,"Jere Klein, Gittobeatz",ANDO,99,124,9,9919878
2024-02-01,126,spotify:track:17cia5k4BpGVlyEfqrFH50,Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,35,106,13,9822117
2024-02-01,127,spotify:track:1s7oOCT8vauUh01PbJD6ps,"Rema, Selena Gomez",Calm Down (with Selena Gomez),9,114,75,9819503
2024-02-01,128,spotify:track:1hZsWUnLbqRw09jLAMQSsb,"Feid, Young Miko",CLASSY 101,8,119,44,9819373
2024-02-01,129,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,4,132,83,9804219
2024-02-01,130,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),86,120,103,9747190
2024-02-01,131,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye West,Father Stretch My Hands Pt. 1,131,139,9,9724530
2024-02-01,132,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,95,129,112,9711742
2024-02-01,133,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,61,141,59,9693061
2024-02-01,134,spotify:track:7yDHHVKLbvDmVw1XXhDDIO,"Vishal Mishra, Raj Shekhar",Pehle Bhi Main,49,135,8,9661192
2024-02-01,135,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,83,126,77,9656734
2024-02-01,136,spotify:track:505v13epFXodT9fVAJ6h8k,KAROL G,AMARGURA,53,128,37,9635122
2024-02-01,137,spotify:track:6x9pCndnXEoea0CMcfjs9W,"21 Savage, Doja Cat",n.h.i.e.,27,68,3,9634847
2024-02-01,138,spotify:track:0TL0LFcwIBF5eX7arDIKxY,Anuv Jain,Husn,88,136,5,9632004
2024-02-01,139,spotify:track:6rjuKpPydT2SxN15TZpV7r,Lil Tecca,500lbs,89,122,15,9625373
2024-02-01,140,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,Evergreen,140,148,3,9581659
2024-02-01,141,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,71,147,76,9519258
2024-02-01,142,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,94,138,123,9462814
2024-02-01,143,spotify:track:31nfdEooLEq7dn3UMcIeB5,BENNETT,Vois sur ton chemin - Techno Mix,85,150,15,9414207
2024-02-01,144,spotify:track:74X2u8JMVooG2QbjRxXwR8,LE SSERAFIM,Perfect Night,57,130,14,9410848
2024-02-01,145,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,43,145,108,9372630
2024-02-01,146,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,12,134,147,9329704
2024-02-01,147,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,14,160,50,9322887
2024-02-01,148,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,4,152,357,9299761
2024-02-01,149,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,51,142,117,9298997
2024-02-01,150,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,143,133,9292792
2024-02-01,151,spotify:track:3Cx4BsDd4q0GCVBJ5CAw2K,"Gaby Music, Lunay, Luar La L",No Te Quieren Conmigo,140,140,2,9242284
2024-02-01,152,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,70,155,50,9195067
2024-02-01,153,spotify:track:3DK6m7It6Pw857FcQftMds,"Kanye West, Pusha T",Runaway,153,176,7,9187672
2024-02-01,154,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,146,361,9124883
2024-02-01,155,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,124,181,27,9124141
2024-02-01,156,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,1,154,158,9117637
2024-02-01,157,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,121,168,19,9100162
2024-02-01,158,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,66,164,111,9092788
2024-02-01,159,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,143,161,29,9047511
2024-02-01,160,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,7,159,291,9024278
2024-02-01,161,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,98,165,122,9012131
2024-02-01,162,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,108,151,127,8987124
2024-02-01,163,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),33,157,47,8985105
2024-02-01,164,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,52,171,93,8984676
2024-02-01,165,spotify:track:2psRActEWsTlYYd7EDoyVR,New West,Those Eyes,86,191,44,8984631
2024-02-01,166,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,6,170,97,8974921
2024-02-01,167,spotify:track:0QosomGFiJYOxj2ViZfqng,Justin Timberlake,Selfish,167,-1,1,8973723
2024-02-01,168,spotify:track:1TEKUj8c5iyRNUUxo9SdSD,"Xavi, Tony Aguirre",Modo DND,127,137,5,8965020
2024-02-01,169,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,44,158,131,8954269
2024-02-01,170,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,11,166,51,8951787
2024-02-01,171,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,17,144,54,8859023
2024-02-01,172,spotify:track:4HMop4Re0iucehmF7mgV27,4batz,act ii: date @ 8,172,-1,1,8837488
2024-02-01,173,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Moonlight,37,149,47,8808563
2024-02-01,174,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),65,153,35,8798774
2024-02-01,175,spotify:track:7chTH3GBjjAyagf0SPCZDL,"Blessd, Feid",SI SABE FERXXO,175,-1,1,8783985
2024-02-01,176,spotify:track:7D0RhFcb3CrfPuTJ0obrod,Coldplay,Sparks,176,177,7,8765058
2024-02-01,177,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,2,175,195,8761779
2024-02-01,178,spotify:track:127UT7AiWflJwjXWUBBVTQ,Natanael Cano,O Me Voy O Te Vas,156,156,4,8751513
2024-02-01,179,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,173,232,8731135
2024-02-01,180,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,91,167,71,8724679
2024-02-01,181,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,10,179,57,8712624
2024-02-01,182,spotify:track:69phA1R4gmQsBFRQ3INW8C,Rich Amiri,ONE CALL,182,-1,1,8710567
2024-02-01,183,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,4,174,124,8683147
2024-02-01,184,spotify:track:3IznIgmXtrUaoPWpQTy5jB,TV Girl,Not Allowed,165,169,7,8676262
2024-02-01,185,spotify:track:54ipXppHLA8U4yqpOFTUhr,Imagine Dragons,Bones,26,184,94,8669719
2024-02-01,186,spotify:track:4gbVRS8gloEluzf0GzDOFc,Maroon 5,Maps,186,190,7,8622394
2024-02-01,187,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,"Don Omar, Lucenzo",Danza Kuduro,104,182,19,8621062
2024-02-01,188,spotify:track:0dS2u2UFd88TIzDDaZDLvS,d4vd,Here With Me,14,163,65,8596012
2024-02-01,189,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Take on Me,83,172,25,8588362
2024-02-01,190,spotify:track:7aqfrAY2p9BUSiupwk3svU,"Drake, J. Cole",First Person Shooter (feat. J. Cole),6,178,17,8576503
2024-02-01,191,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),7,180,80,8559388
2024-02-01,192,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Say Yes To Heaven,18,183,32,8501258
2024-02-01,193,spotify:track:0FDzzruyVECATHXKHFs9eJ,Coldplay,A Sky Full of Stars,188,188,2,8461081
2024-02-01,194,spotify:track:2IDf0IZ9dfw0uDYV2n1bJc,"Luan Santana, Ana Castela",DEJA VU,54,-1,5,8443310
2024-02-01,195,spotify:track:7tqhbajSfrz2F7E1Z75ASX,"Marvin Gaye, Tammi Terrell",Ain't No Mountain High Enough,162,162,2,8436078
2024-02-01,196,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,34,187,128,8418978
2024-02-01,197,spotify:track:35ttE4t8lQZA2vuCYDg4G7,Milo j,M.A.I,197,-1,1,8322557
2024-02-01,198,spotify:track:1sXr6moCwVxwKEgSPxhVvF,"Calle 24, Chino Pacas",Apaga El Cel,198,-1,1,8310972
2024-02-01,199,spotify:track:3bK1zVFBKIzYjmptmI4NsJ,"Ofenbach, Norma Jean Martine",Overdrive (feat. Norma Jean Martine),199,-1,1,8268592
2024-02-01,200,spotify:track:3qQbCzHBycnDpGskqOWY0E,"Eslabon Armado, Peso Pluma",Ella Baila Sola,1,185,46,8264586
2024-02-08,1,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,Xavi,La Diabla,1,1,9,36184432
2024-02-08,2,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,1,2,21,35438103
2024-02-08,3,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,3,15,3,34070246
2024-02-08,4,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,3,18,33826703
2024-02-08,5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,2,7,53,30425874
2024-02-08,6,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,3,5,20,29851326
2024-02-08,7,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,7,8,18,28596970
2024-02-08,8,spotify:track:52eIcoLUM25zbQupAZYoFh,21 Savage,redrum,8,9,4,27434353
2024-02-08,9,spotify:track:4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,3,4,13,27344135
2024-02-08,10,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,10,10,9,27190288
2024-02-08,11,spotify:track:7gaA3wERFkFkgivjwbSvkG,Ariana Grande,"yes, and?",1,6,4,25539532
2024-02-08,12,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,12,14,13,24989147
2024-02-08,13,spotify:track:6WzRpISELf3YglGAh7TXcG,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),12,12,36,23886595
2024-02-08,14,spotify:track:6XaJfhwof7qIgbbXO5tIQI,"Kali Uchis, Peso Pluma",Igual Que Un Ángel (with Peso Pluma),11,11,4,22839902
2024-02-08,15,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,Xavi,La Víctima,8,13,11,22814003
2024-02-08,16,spotify:track:4tKGFmENO69tZR9ahgZu48,Sophie Ellis-Bextor,Murder On The Dancefloor,13,16,6,20869934
2024-02-08,17,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,17,28,4,20751083
2024-02-08,18,spotify:track:3h5TiWTqGxjSjFrbruPFH9,YG Marley,Praise Jah In The Moonlight,18,75,2,20623964
2024-02-08,19,spotify:track:7iQXYTyuG13aoeHxGG28Nh,"Bad Bunny, Feid",PERRO NEGRO,4,20,17,20367412
2024-02-08,20,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,15,18,83,20350639
2024-02-08,21,spotify:track:4OMJGnvZfDvsePyCwRGO7X,Dua Lipa,Houdini,6,26,13,19503751
2024-02-08,22,spotify:track:6VciS3dRMpZhJiDxT8ArFi,"Bizarrap, Young Miko","Young Miko: Bzrp Music Sessions, Vol. 58/66",12,17,4,19444174
2024-02-08,23,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,23,30,19114816
2024-02-08,24,spotify:track:05WVKTdZhlIMX4qqMLuo0f,"Peso Pluma, Anitta",BELLAKEO,10,19,9,18974263
2024-02-08,25,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,4,21,23,18683845
2024-02-08,26,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,Flo Milli,Never Lose Me,25,25,4,18555581
2024-02-08,27,spotify:track:7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,1,54,56,18256996
2024-02-08,28,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,1,22,27,17764915
2024-02-08,29,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,38,30,17412948
2024-02-08,30,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,1,34,32,17275318
2024-02-08,31,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"KAROL G, Peso Pluma",QLONA,5,24,26,17238645
2024-02-08,32,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,1,27,175,17134567
2024-02-08,33,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,30,30,68,17089874
2024-02-08,34,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,12,31,20,16884132
2024-02-08,35,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,1,37,97,16004404
2024-02-08,36,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,33,24,15986762
2024-02-08,37,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,32,77,59,15970872
2024-02-08,38,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,38,81,75,15866628
2024-02-08,39,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,16,29,23,15749843
2024-02-08,40,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,30,32,156,15668957
2024-02-08,41,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,36,36,164,15640798
2024-02-08,42,spotify:track:3QQAeMQbbjZXVFbF8DgFWT,"Oscar Ortiz, Edgardo Nuñez",FIRST LOVE,41,41,4,15535905
2024-02-08,43,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,43,93,58,15526240
2024-02-08,44,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,5,39,43,15473208
2024-02-08,45,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,1,47,14,15410203
2024-02-08,46,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,Myke Towers,LA FALDA,46,67,6,15322137
2024-02-08,47,spotify:track:6CvTEtGagmzQvkUzzyKR9k,"Fuerza Regida, Marshmello",HARLEY QUINN,11,44,15,14813785
2024-02-08,48,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),28,42,17,14766125
2024-02-08,49,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,1,55,61,14652994
2024-02-08,50,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Prada,17,46,25,14308489
2024-02-08,51,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,1,52,219,14063604
2024-02-08,52,spotify:track:5PyDJG7SQRgWXefgexqIge,Doja Cat,Agora Hills,16,48,20,14051030
2024-02-08,53,spotify:track:1udwFobQ1JoOdWPQrp2b6u,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),34,45,12,13882201
2024-02-08,54,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"Maluma, Carín León",Según Quién,17,51,21,13789018
2024-02-08,55,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,1,40,20,13767533
2024-02-08,56,spotify:track:79AHPJd8upvNxyK2qQcY8J,Megan Thee Stallion,HISS,35,35,2,13707553
2024-02-08,57,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,71,21,13684422
2024-02-08,58,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,1,90,68,13629187
2024-02-08,59,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,12,50,104,13627807
2024-02-08,60,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,4,60,265,13558537
2024-02-08,61,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,5,49,37,13520191
2024-02-08,62,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,2,70,53,13331018
2024-02-08,63,spotify:track:2Zo1PcszsT9WQ0ANntJbID,Sabrina Carpenter,Feather,34,43,10,13274853
2024-02-08,64,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,19,53,180,13122566
2024-02-08,65,spotify:track:0kdqcbwei4MDWFEX5f33yG,Creepy Nuts,Bling-Bang-Bang-Born,57,57,4,13051129
2024-02-08,66,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,15,56,148,13026453
2024-02-08,67,spotify:track:6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,14,65,28,13016612
2024-02-08,68,spotify:track:1kqH58eGh2ZTOHwqBIB2tM,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),58,58,4,12781512
2024-02-08,69,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,9,66,34,12591629
2024-02-08,70,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,69,69,38,12489197
2024-02-08,71,spotify:track:4E63weMCaNZuGPEFMnuEi8,Tate McRae,exes,26,68,12,12475891
2024-02-08,72,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,1,98,59,12427614
2024-02-08,73,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,39,64,87,12422771
2024-02-08,74,spotify:track:1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,12,62,180,12405754
2024-02-08,75,spotify:track:6ED7qim1NAX1HjNU8039WS,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel, Los Esquivel",Alucin,60,61,6,12394837
2024-02-08,76,spotify:track:69phA1R4gmQsBFRQ3INW8C,Rich Amiri,ONE CALL,76,182,2,12194700
2024-02-08,77,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,77,101,113,12041387
2024-02-08,78,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,57,63,76,11916654
2024-02-08,79,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),1,82,15,11862757
2024-02-08,80,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Columbia,7,74,31,11834553
2024-02-08,81,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,73,50,11687456
2024-02-08,82,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),2,76,76,11560027
2024-02-08,83,spotify:track:7sTyAjxDXq9afwfSQy6D0s,Don Toliver,BANDIT,83,-1,1,11547775
2024-02-08,84,spotify:track:0O3U5iwTbiXCREMkvotJuN,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,47,59,27,11447285
2024-02-08,85,spotify:track:4kjI1gwQZRKNDkw1nI475M,Travis Scott,MY EYES,15,114,13,11444339
2024-02-08,86,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,11,89,26,11413806
2024-02-08,87,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,86,270,11402549
2024-02-08,88,spotify:track:4loIMejzvt11s97SGVEat8,"Xavi, Los Dareyes De La Sierra",Poco A Poco,69,85,7,11369645
2024-02-08,89,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),3,95,19,11354278
2024-02-08,90,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,1,87,32,11318426
2024-02-08,91,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,81,91,82,11288132
2024-02-08,92,spotify:track:0LMwmV37RCmBO2so0szAFs,"Kygo, Ava Max",Whatever,92,96,3,11238266
2024-02-08,93,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,93,155,28,11204208
2024-02-08,94,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,76,84,31,11141077
2024-02-08,95,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,7,83,88,11127712
2024-02-08,96,spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),24,105,303,11070577
2024-02-08,97,spotify:track:05tGmdz9dVZ4yGqz4YJdPK,"Christian Nodal, Peso Pluma",La Intención,97,100,2,10966050
2024-02-08,98,spotify:track:4MjDJD8cW7iVeWInc2Bdyj,Bad Bunny,MONACO,1,79,17,10842268
2024-02-08,99,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,86,97,147,10729339
2024-02-08,100,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,21,109,91,10723619
2024-02-08,101,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,15,78,46,10715142
2024-02-08,102,spotify:track:0ll8uFnc0nANY35E0Lfxvg,Keane,Somewhere Only We Know,80,80,68,10711578
2024-02-08,103,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,Romantic Homicide,17,113,75,10695764
2024-02-08,104,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Ghost,11,112,122,10676541
2024-02-08,105,spotify:track:2YSzYUF3jWqb9YP9VXmpjE,"Drake, Yeat",IDGAF (feat. Yeat),5,88,18,10670782
2024-02-08,106,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,92,103,80,10670248
2024-02-08,107,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,22,108,31,10649300
2024-02-08,108,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,31,94,124,10645004
2024-02-08,109,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,82,99,57,10641874
2024-02-08,110,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,61,133,60,10621365
2024-02-08,111,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,71,141,77,10455883
2024-02-08,112,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,100,107,33,10414343
2024-02-08,113,spotify:track:2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,92,104,25,10366739
2024-02-08,114,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye West,Father Stretch My Hands Pt. 1,114,131,10,10358656
2024-02-08,115,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,"Metro Boomin, The Weeknd, 21 Savage",Creepin' (with The Weeknd & 21 Savage),2,110,62,10223255
2024-02-08,116,spotify:track:6RcAHyC5sAUIbPTkhOQwd8,Junior H,Y LLORO,55,72,18,10220951
2024-02-08,117,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carín León,Primera Cita,21,122,32,10158531
2024-02-08,118,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,Taylor Swift,august,11,170,52,10034765
